Fecha,Precio_Predicho
2025-08-01,57693
2025-09-01,59720
2025-10-01,61126
2025-11-01,61824
2025-12-01,61845
2026-01-01,61009
2026-02-01,59763
2026-03-01,58206
2026-04-01,56642
2026-05-01,55712
2026-06-01,56018
2026-07-01,56846
2026-08-01,57956
2026-09-01,59298
2026-10-01,60434
2026-11-01,61162
2026-12-01,61221
2027-01-01,60523
2027-02-01,59426
2027-03-01,58005
2027-04-01,56519
2027-05-01,55600
2027-06-01,55862
2027-07-01,56652
