Fecha,Precio_Predicho
2025-08-01,659
2025-09-01,670
2025-10-01,684
2025-11-01,697
2025-12-01,707
2026-01-01,715
2026-02-01,723
2026-03-01,730
2026-04-01,738
2026-05-01,746
2026-06-01,746
2026-07-01,744
2026-08-01,742
2026-09-01,742
2026-10-01,744
2026-11-01,747
2026-12-01,749
2027-01-01,752
2027-02-01,753
2027-03-01,755
2027-04-01,759
2027-05-01,763
2027-06-01,760
2027-07-01,755
