Fecha,Precio_Predicho
2025-08-01,54119
2025-09-01,55592
2025-10-01,55996
2025-11-01,55532
2025-12-01,54896
2026-01-01,54461
2026-02-01,54374
2026-03-01,54530
2026-04-01,54461
2026-05-01,53752
2026-06-01,52692
2026-07-01,52110
2026-08-01,52611
2026-09-01,53434
2026-10-01,53569
2026-11-01,53155
2026-12-01,52692
2027-01-01,52425
2027-02-01,52432
2027-03-01,52631
2027-04-01,52652
2027-05-01,52120
2027-06-01,51310
2027-07-01,50888
