Fecha,Precio_Predicho
2025-08-01,661
2025-09-01,668
2025-10-01,676
2025-11-01,683
2025-12-01,690
2026-01-01,696
2026-02-01,701
2026-03-01,705
2026-04-01,709
2026-05-01,712
2026-06-01,709
2026-07-01,705
2026-08-01,704
2026-09-01,704
2026-10-01,706
2026-11-01,710
2026-12-01,713
2027-01-01,717
2027-02-01,719
2027-03-01,721
2027-04-01,724
2027-05-01,726
2027-06-01,722
2027-07-01,716
