Fecha,Precio_Predicho
2025-08-01,656
2025-09-01,657
2025-10-01,662
2025-11-01,673
2025-12-01,680
2026-01-01,688
2026-02-01,698
2026-03-01,709
2026-04-01,721
2026-05-01,731
2026-06-01,736
2026-07-01,738
2026-08-01,738
2026-09-01,738
2026-10-01,739
2026-11-01,740
2026-12-01,741
2027-01-01,743
2027-02-01,745
2027-03-01,748
2027-04-01,753
2027-05-01,758
2027-06-01,758
2027-07-01,755
